CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Travelling_Solo,Group_Size,Cabin_Deck,Cabin_Side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Age Group,Total Expenditure,No Spending,Expenditure Category,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
1,41.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,2,1,1,0,0,0,0,0,4,0.0,1,3,False,True,False,True,False,False
1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,0,0,0,0,0,0,1,3,0.0,1,3,False,False,True,False,False,True
1,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,0,0,0,1,0,0,0,0,0.0,1,3,False,False,True,False,False,True
0,24.0,0,0.0,0.0,1.9459101490553132,6.530877627725885,0.0,0,3.0,5,0,0,1,0,0,0,0,2,6.539585955617669,0,1,True,False,False,False,False,True
1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,0,0,0,0,1,0,0,0,0.0,1,3,True,False,False,False,False,True
0,50.0,0,0.0,8.424858580213442,0.0,0.6931471805599453,5.5909869805108565,0,3.0,1,0,1,0,0,0,0,0,4,8.481980435660493,0,0,False,True,False,True,False,False
0,18.0,0,8.148734808937169,0.0,5.37989735354046,0.0,0.0,0,3.0,5,0,0,0,0,1,0,0,1,8.209308411646937,0,0,False,False,True,False,False,True
0,43.0,0,0.0,0.0,6.466144724237619,0.0,2.1972245773362196,1,1.0,5,0,0,0,0,0,1,0,4,6.478509642208569,0,1,True,False,False,True,False,False
0,20.0,0,6.056784013228625,0.0,5.3981627015177525,1.0986122886681098,0.0,1,1.0,5,0,0,0,0,0,0,1,2,6.47543271670409,0,1,True,False,False,False,True,False
1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,1,1,0,0,0,0,0,1,0.0,1,3,False,True,False,False,False,True
0,17.0,0,8.741456115998364,0.0,0.0,0.6931471805599453,3.091042453358316,1,1.0,4,1,0,1,0,0,0,0,1,8.744966011114109,0,0,True,False,False,True,False,False
0,30.0,0,6.693323668269949,4.61512051684126,2.302585092994046,0.0,3.871201010907891,0,2.0,3,1,1,0,0,0,0,0,3,6.870053411798126,0,2,False,False,True,False,False,True
1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,1,0,0,0,0,0,4,0.0,1,3,True,False,False,False,False,True
1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,1,0,0,1,0,0,0,0,0.0,1,3,True,False,False,False,False,True
0,23.0,0,0.0,0.6931471805599453,6.812345094177479,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,2,6.813444599510896,0,2,True,False,False,False,False,True
1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,6,1,0,0,0,0,1,0,0,0.0,1,3,True,False,False,True,False,False
1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,1,0.0,1,3,True,False,False,False,False,True
0,19.0,0,4.23410650459726,0.0,0.0,6.579251212010101,0.0,1,1.0,5,1,0,1,0,0,0,0,2,6.669498089857879,0,2,True,False,False,False,False,True
1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,1,0,0,0,0,2,0.0,1,3,True,False,False,False,False,True
1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,1,0,0,0,0,0,2,0.0,1,3,True,False,False,False,False,True
0,27.0,0,0.0,0.0,6.18826412308259,5.783825182329737,0.0,1,1.0,6,0,0,0,0,0,1,0,4,6.698268054115413,0,2,True,False,False,False,False,True
0,42.0,0,0.0,0.0,7.326465613840322,0.0,1.6094379124341003,1,1.0,4,1,1,0,0,0,0,0,4,7.329093736246592,0,0,True,False,False,False,False,True
0,42.0,0,1.0986122886681098,8.014666370464942,0.0,4.499809670330265,2.3978952727983707,1,1.0,4,1,1,0,0,0,0,0,4,8.047509510981422,0,0,False,True,False,False,False,True
0,54.0,0,0.0,7.513709247839705,0.0,0.0,7.478169694159785,0,3.0,2,0,1,0,0,0,0,0,5,8.188966863648876,0,0,False,True,False,True,False,False
1,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,0,1,0,1,0.0,1,3,True,False,False,False,True,False
1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,1,0.0,1,3,True,False,False,False,False,True
0,48.0,1,5.749392985908253,7.9603236291488395,0.0,0.0,9.427465850964829,0,2.0,0,0,1,0,0,0,0,0,4,9.655154390148258,0,0,False,True,False,False,False,True
0,32.0,0,0.0,6.956545443151569,0.0,5.869296913133774,8.082093278178382,0,2.0,4,1,0,0,1,0,0,0,3,8.442038517815478,0,0,False,True,False,True,False,False
0,13.0,0,7.0431599159883405,0.0,1.9459101490553132,0.0,0.0,1,1.0,5,0,0,0,0,0,1,0,1,7.048386408721883,0,2,True,False,False,False,False,True
0,19.0,0,0.0,6.80903930604298,5.961005339623274,0.0,0.0,0,2.0,5,0,1,0,0,0,0,0,2,7.164720378771857,0,2,True,False,False,False,False,True
0,35.0,0,0.0,6.617402977974478,0.0,0.0,7.8156105320351905,1,1.0,2,0,1,0,0,0,0,0,4,8.078998258685154,0,0,False,True,False,False,False,True
0,30.0,0,8.418918622147897,5.3612921657094255,2.3978952727983707,5.062595033026967,2.5649493574615367,1,1.0,2,0,1,0,0,0,0,0,3,8.5016733797582,0,0,False,True,False,False,False,True
1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,3,0.0,1,3,True,False,False,False,True,False
0,23.0,0,7.15305163493748,4.442651256490317,0.0,5.484796933490655,6.395261598115449,1,1.0,5,0,0,0,1,0,0,0,2,7.696212639346407,0,0,True,False,False,False,False,True
0,37.0,0,0.0,7.0825485693553,1.6094379124341003,6.1224928095143865,4.276666119016055,0,2.0,6,1,0,0,0,1,0,0,4,7.450660796211539,0,0,True,False,False,False,False,True
1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,1,1,0,0,0,0,0,1,0.0,1,3,False,True,False,True,False,False
1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,0,0,0,1,0,0,0,3,0.0,1,3,False,False,True,False,False,True
0,43.0,0,6.270988431858299,2.6390573296152584,7.367708572374371,2.4849066497880004,0.0,0,3.0,4,0,0,1,0,0,0,0,4,7.666690200080086,0,0,False,False,True,True,False,False
0,40.0,0,0.0,0.6931471805599453,5.278114659230517,6.329720905522696,0.0,1,1.0,6,0,1,0,0,0,0,0,4,6.6293632534374485,0,2,True,False,False,False,False,True
0,42.0,0,6.0867747269123065,0.0,0.0,0.0,5.541263545158426,0,8.0,5,0,0,0,0,1,0,0,4,6.542471960506805,0,1,True,False,False,False,False,True
1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,2,0.0,1,3,True,False,False,False,True,False
1,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,0,0,0,0,0,0,1,4,0.0,1,3,False,False,True,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,3,0.0,1,3,True,False,False,False,False,True
1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,0,0,0,0,0,0,1,1,0.0,1,3,False,False,True,False,False,True
0,22.0,0,2.772588722239781,4.962844630259907,0.0,3.7376696182833684,6.202535517187923,1,1.0,5,1,1,0,0,0,0,0,2,6.539585955617669,0,1,True,False,False,True,False,False
0,53.0,0,6.767343125265392,0.0,6.532334292222349,6.255750041753367,3.2188758248682006,0,2.0,4,1,0,1,0,0,0,0,5,7.649216319820633,0,0,False,False,True,False,False,True
0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,0,1,0,0,0,0,0,0,0.0,1,3,True,False,False,True,False,False
0,32.0,0,7.123672785204607,0.0,4.07753744390572,0.0,0.0,1,1.0,4,0,1,0,0,0,0,0,3,7.1693500166706,0,2,False,False,True,False,False,True
1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,1,0,0,0,0,2,0.0,1,3,True,False,False,False,True,False
1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,6,1,0,0,0,0,1,0,3,0.0,1,3,True,False,False,False,False,True
0,17.0,0,0.0,6.405228458030842,0.0,0.0,5.389071729816501,1,1.0,5,0,0,1,0,0,0,0,1,6.71295620067707,0,2,True,False,False,False,False,True
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,6,0,0,0,0,1,0,0,0,0.0,1,3,True,False,False,False,False,True
0,76.0,0,0.0,7.913155185928068,6.0473721790462776,9.716856724154075,5.802118375377063,0,5.0,1,1,1,0,0,0,0,0,5,9.907429771768753,0,0,False,True,False,True,False,False
1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,1,0,0,0,1,0,0,2,0.0,1,3,False,False,True,False,False,True
0,53.0,0,6.949856455000773,0.0,1.0986122886681098,0.6931471805599453,2.4849066497880004,0,5.0,3,1,1,0,0,0,0,0,5,6.963189985870238,0,2,False,False,True,False,False,True
1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,4,0,1,0,0,0,0,0,0,0.0,1,3,True,False,False,True,False,False
1,35.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,0,0,1,0,0,0,0,4,0.0,1,3,True,False,False,False,True,False
0,27.0,0,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,1,1.0,4,1,1,0,0,0,0,0,4,6.955592608396297,0,2,False,False,True,False,False,True
0,34.0,0,0.0,7.868254265520613,0.6931471805599453,4.882801922586371,7.906547232368036,0,3.0,1,0,1,0,0,0,0,0,4,8.605020901781758,0,0,False,True,False,True,False,False
1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,1,0,0,0,0,1,0,0,0.0,1,3,False,False,True,False,False,True
1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,1,0,0,0,0,0,4,0.0,1,3,True,False,False,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,3,0,1,0,0,0,0,0,3,0.0,1,3,False,True,False,True,False,False
1,39.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,6,0,0,0,0,0,1,0,4,0.0,1,3,True,False,False,False,False,True
1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,1,0,0,0,3,0.0,1,3,True,False,False,False,False,True
0,22.0,0,4.499809670330265,0.0,6.679599185844383,0.0,1.3862943611198906,1,1.0,6,1,0,0,0,1,0,0,2,6.78897174299217,0,2,True,False,False,False,False,True
1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,1,1,0,0,0,0,0,2,0.0,1,3,False,True,False,True,False,False
0,18.0,0,3.7612001156935624,4.6443908991413725,0.0,6.212606095751519,0.0,1,1.0,5,0,0,0,1,0,0,0,1,6.467698726104354,0,1,True,False,False,True,False,False
0,43.0,0,0.0,5.1298987149230735,1.3862943611198906,0.0,6.115892125483034,1,1.0,4,1,1,0,0,0,0,0,4,6.436150368369428,0,1,True,False,False,False,True,False
0,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,1,0,0,0,0,0,3,0.0,1,3,False,True,False,False,False,True
0,8.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,4,0,0,1,0,0,0,0,0,0.0,1,3,False,False,True,False,False,True
0,42.0,0,6.198478716492308,4.672828834461906,2.1972245773362196,5.313205979041787,0.0,0,4.0,6,1,1,0,0,0,0,0,4,6.694562058521095,0,2,True,False,False,False,True,False
1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,1,0,0,0,4,0.0,1,3,True,False,False,False,True,False
0,16.0,0,0.0,4.23410650459726,7.340835554123275,0.0,0.0,1,1.0,4,1,0,1,0,0,0,0,1,7.383989457978509,0,0,True,False,False,False,False,True
1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,1,0,0,0,1,0.0,1,3,True,False,False,False,False,True
1,42.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,4,0,1,0,0,0,0,0,4,0.0,1,3,False,True,False,True,False,False
0,43.0,0,4.442651256490317,6.588926477533519,1.0986122886681098,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,4,6.70073110954781,0,2,True,False,False,False,False,True
0,18.0,0,6.85751406254539,0.6931471805599453,5.4680601411351315,6.626717749249025,0.0,1,1.0,3,1,1,0,0,0,0,0,1,7.571473648851271,0,0,False,False,True,False,False,True
0,23.0,0,6.415096959171596,6.755768921984255,4.330733340286331,7.214504414151143,0.0,1,1.0,5,0,0,0,0,1,0,0,2,7.973155433444133,0,0,False,False,True,True,False,False
0,58.0,0,7.1284959456800365,0.0,4.204692619390966,3.6109179126442243,0.0,1,1.0,5,1,0,0,1,0,0,0,5,7.207118856207756,0,2,False,False,True,False,False,True
0,42.0,0,6.86171134048073,0.0,0.6931471805599453,0.0,0.0,0,2.0,4,1,1,0,0,0,0,0,4,6.862757913051401,0,2,False,False,True,False,False,True
1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,0,0,0,0,1,2,0.0,1,3,False,False,True,False,False,True
1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,1,0,0,0,4,0.0,1,3,True,False,False,False,False,True
1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,0,1,0,2,0.0,1,3,True,False,False,False,False,True
1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,6,1,0,0,0,0,1,0,0,0.0,1,3,True,False,False,False,False,True
0,21.0,0,6.688354713946762,0.0,0.6931471805599453,0.6931471805599453,0.0,1,1.0,5,1,0,0,0,0,0,1,2,6.690842277418564,0,2,True,False,False,False,False,True
0,21.0,0,4.867534450455582,4.672828834461906,5.638354669333745,5.214935757608986,2.9444389791664403,1,1.0,5,0,0,0,0,0,0,1,2,6.57507584059962,0,1,True,False,False,False,False,True
0,43.0,0,1.0986122886681098,8.58110651715989,0.0,2.0794415416798357,0.0,0,2.0,1,1,1,0,0,0,0,0,4,8.582793648500186,0,0,False,True,False,False,False,True
0,49.0,0,0.0,7.526178913346146,0.0,5.117993812416755,7.412160334945205,0,3.0,4,1,1,0,0,0,0,0,4,8.209852481301272,0,0,False,True,False,False,False,True
0,50.0,1,6.720220155135295,0.0,6.35088571671474,7.221105098182496,0.0,0,2.0,3,0,1,0,0,0,0,0,4,7.92588031673756,0,0,False,False,True,False,False,True
0,27.0,0,0.6931471805599453,6.643789733147672,0.0,9.480749115757506,8.204671828950811,1,1.0,1,0,1,0,0,0,0,0,3,9.77166897791528,0,0,False,True,False,False,False,True
0,22.0,0,6.690842277418564,0.0,5.937536205082426,0.0,0.0,0,5.0,4,0,0,1,0,0,0,0,2,7.075808863978387,0,2,False,False,True,False,False,True
0,18.0,0,2.9444389791664403,1.0986122886681098,7.478734825567875,0.6931471805599453,1.0986122886681098,1,1.0,6,0,0,0,1,0,0,0,1,7.491645473605133,0,0,True,False,False,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,3,0.0,1,3,True,False,False,False,True,False
1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,1,0,0,0,0,4,0.0,1,3,True,False,False,False,True,False
1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,1,0,0,0,0,1,0,2,0.0,1,3,True,False,False,False,False,True
0,14.0,0,0.6931471805599453,0.0,6.71901315438526,0.0,1.3862943611198906,0,2.0,5,1,0,0,1,0,0,0,1,6.723832440821209,0,2,True,False,False,True,False,False
1,9.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,6,1,0,0,1,0,0,0,0,0.0,1,3,True,False,False,False,False,True
0,26.0,0,2.0794415416798357,6.62273632394984,0.0,3.6635616461296463,0.0,1,1.0,5,1,0,0,0,1,0,0,3,6.680854678790215,0,2,True,False,False,True,False,False
1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,4,1,0,1,0,0,0,0,3,0.0,1,3,False,True,False,False,False,True
0,31.0,0,6.3784261836515865,7.140453043101158,0.0,5.43372200355424,1.9459101490553132,1,1.0,0,1,1,0,0,0,0,0,3,7.642044402873258,0,0,False,True,False,False,False,True
0,33.0,0,3.258096538021482,0.0,7.227662498728654,6.405228458030842,0.0,1,1.0,5,0,0,0,1,0,0,0,4,7.603897968521881,0,0,False,False,True,False,False,True
0,19.0,0,4.663439094112067,5.605802066295998,0.6931471805599453,5.934894195619588,2.8903717578961645,1,1.0,5,0,0,0,0,0,0,1,2,6.648984550024776,0,2,True,False,False,False,False,True
0,45.0,0,1.0986122886681098,5.82600010738045,5.730099782973574,4.174387269895637,0.0,1,1.0,5,1,0,0,0,0,0,1,4,6.568077911411976,0,1,True,False,False,False,False,True
0,56.0,0,0.0,6.406879986069314,0.0,5.19295685089021,0.0,1,1.0,6,0,0,0,0,1,0,0,5,6.665683717782408,0,2,True,False,False,False,False,True
1,45.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0,1,0,0,0,0,0,4,0.0,1,3,False,True,False,True,False,False
0,20.0,0,7.8628820346414905,6.833031732786201,0.0,6.7650389767805414,1.0986122886681098,1,1.0,6,0,0,1,0,0,0,0,2,8.387995252944556,0,0,True,False,False,True,False,False
0,23.0,0,6.53813982376767,0.0,0.0,5.680172609017068,7.3758821482150125,0,2.0,3,0,1,0,0,0,0,0,2,7.8551570058813445,0,0,False,False,True,False,False,True
0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,1,1,0,0,0,0,0,0,0.0,1,3,False,False,True,False,False,True
0,23.0,0,0.0,6.156978985585555,4.795790545596741,2.6390573296152584,1.9459101490553132,1,1.0,5,1,0,0,0,0,0,1,2,6.415096959171596,0,1,True,False,False,False,True,False
1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,1,0,0,1,0,0,0,0,0.0,1,3,False,False,True,False,False,True
0,20.0,0,1.3862943611198906,0.0,0.0,6.693323668269949,0.0,0,2.0,6,0,0,0,0,1,0,0,2,6.697034247666484,0,2,True,False,False,False,False,True
1,14.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,1,1,0,0,0,0,0,1,0.0,1,3,False,True,False,True,False,False
0,9.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,1,0,0,0,0,0.0,1,3,True,False,False,False,False,True
0,36.0,0,0.0,6.369900982828227,7.489970898834801,2.995732273553991,6.917705609835305,1,1.0,3,0,1,0,0,0,0,0,4,8.131824785007195,0,0,False,True,False,False,False,True
1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,1,0,0,0,4,0.0,1,3,True,False,False,False,False,True
1,57.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1,1,0,0,0,0,0,5,0.0,1,3,False,True,False,True,False,False
1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0,1,0,0,0,0,0,1,0.0,1,3,False,True,False,True,False,False
1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2,1,1,0,0,0,0,0,2,0.0,1,3,False,True,False,False,False,True
1,51.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,0,1,0,0,0,0,5,0.0,1,3,True,False,False,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1,1,0,0,0,0,0,3,0.0,1,3,False,True,False,False,False,True
0,39.0,0,0.0,5.176149732573829,3.784189633918261,6.493753839851686,0.0,1,1.0,5,1,0,0,0,1,0,0,4,6.779921907472252,0,2,True,False,False,False,False,True
1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,1,0,0,1,0,0,0,0,0.0,1,3,True,False,False,False,False,True
1,21.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,1,0,0,0,0,0,1,2,0.0,1,3,False,False,True,False,False,True
0,30.0,0,0.0,1.9459101490553132,0.0,0.0,7.269616749608169,0,2.0,5,1,0,0,0,0,1,0,3,7.273786317844895,0,2,True,False,False,False,False,True
1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,3,1,1,0,0,0,0,0,0,0.0,1,3,False,False,True,False,False,True
1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,0,1,0,1,0.0,1,3,True,False,False,True,False,False
0,27.0,0,7.456454555176209,0.0,5.940171252720432,1.791759469228055,0.0,1,1.0,4,0,0,1,0,0,0,0,3,7.656810091480378,0,0,False,False,True,False,False,True
0,55.0,0,6.543911845564792,0.0,0.6931471805599453,4.477336814478207,0.0,0,8.0,6,0,0,0,0,0,1,0,5,6.663132695990803,0,2,True,False,False,False,False,True
0,55.0,0,0.0,7.093404625868766,0.0,0.0,6.102558594613569,0,2.0,4,0,1,0,0,0,0,0,5,7.408530566894626,0,0,True,False,False,False,True,False
1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,3,0,1,0,0,0,0,0,4,0.0,1,3,False,False,True,False,False,True
1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,6,1,0,0,0,1,0,0,0,0.0,1,3,True,False,False,True,False,False
0,19.0,0,6.582025138892826,4.143134726391533,2.0794415416798357,0.0,0.0,1,1.0,5,0,0,1,0,0,0,0,2,6.673297967767654,0,2,True,False,False,False,False,True
0,25.0,0,8.132412674500905,7.803843303538772,3.367295829986474,5.560681631015528,5.288267030694535,1,1.0,6,0,0,0,0,0,1,0,2,8.754002933494261,0,0,True,False,False,False,False,True
1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,1,0,0,0,0,0,4,0.0,1,3,False,False,True,False,False,True
0,17.0,0,0.0,4.02535169073515,6.81783057145415,0.0,4.02535169073515,0,7.0,6,1,1,0,0,0,0,0,1,6.931471805599453,0,2,True,False,False,True,False,False
0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,0,0,0,0,0,0,1,0,0.0,1,3,False,False,True,False,False,True
1,59.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,1,1,1,0,0,0,0,0,5,0.0,1,3,False,True,False,False,False,True
0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,1,0,0,0,0,1,0,0,0.0,1,3,False,False,True,False,False,True
0,22.0,0,0.0,0.0,6.45833828334479,0.0,3.9318256327243257,1,1.0,4,0,0,1,0,0,0,0,2,6.5337888379333435,0,1,True,False,False,False,False,True
1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,2,0.0,1,3,True,False,False,False,True,False
1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,3,0.0,1,3,True,False,False,False,True,False
0,47.0,0,6.3818160174060985,0.0,3.871201010907891,1.3862943611198906,3.9889840465642745,1,1.0,5,0,0,0,0,0,1,0,4,6.542471960506805,0,1,True,False,False,False,False,True
1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,1,0,0,0,1,0.0,1,3,True,False,False,False,False,True
0,6.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,0,1,0,0,0.0,1,3,True,False,False,False,False,True
0,16.0,0,6.716594773520978,2.302585092994046,0.0,0.0,3.7612001156935624,1,1.0,5,1,0,1,0,0,0,0,1,6.776506992372183,0,2,True,False,False,True,False,False
0,25.0,0,0.0,6.464588303689961,0.0,1.0986122886681098,0.0,1,1.0,4,0,1,0,0,0,0,0,2,6.467698726104354,0,1,True,False,False,True,False,False
1,48.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,1,1,0,0,0,0,0,4,0.0,1,3,False,True,False,False,False,True
0,22.0,0,2.5649493574615367,6.616065185132817,6.688354713946762,4.07753744390572,0.0,1,1.0,4,1,1,0,0,0,0,0,2,7.389563953677635,0,0,True,False,False,False,False,True
1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,1,0,0,0,0,0,2,0.0,1,3,False,True,False,False,False,True
0,28.0,0,0.0,5.081404364984463,0.0,7.338888133838879,7.2633296174768365,0,6.0,2,0,1,0,0,0,0,0,3,8.047189562170502,0,0,False,True,False,True,False,False
0,32.0,0,0.0,8.320448113956559,5.963579343618446,6.794586580876499,1.0986122886681098,1,1.0,1,0,1,0,0,0,0,0,3,8.592115117933497,0,0,False,True,False,False,False,True
0,37.0,0,0.0,7.779466967458324,0.0,7.175489713624222,0.0,0,4.0,0,1,1,0,0,0,0,0,4,8.215276958936633,0,0,False,True,False,False,False,True
1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,1,0,0,0,0,0,3,0.0,1,3,True,False,False,False,True,False
0,16.0,0,3.784189633918261,0.0,0.0,7.546446273746024,4.787491742782046,0,2.0,5,1,0,0,0,1,0,0,1,7.628517626575055,0,0,True,False,False,False,False,True
1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,0,0,0,0,0,0,1,1,0.0,1,3,False,False,True,False,False,True
1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,1,0,0,0,1,0,0,0,0.0,1,3,False,False,True,False,False,True
1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,4,0,0,1,0,0,0,0,5,0.0,1,3,False,False,True,False,False,True
0,29.0,0,7.1631723908466425,0.0,1.9459101490553132,0.6931471805599453,0.0,1,1.0,4,0,0,1,0,0,0,0,3,7.168579897264035,0,2,False,False,True,False,False,True
0,33.0,0,1.6094379124341003,0.0,3.367295829986474,0.0,7.922261058353247,1,1.0,5,1,0,1,0,0,0,0,4,7.933796874815411,0,0,True,False,False,False,False,True
0,18.0,0,0.6931471805599453,0.6931471805599453,0.0,5.424950017481403,6.192362489474872,1,1.0,5,0,0,0,0,0,0,1,1,6.57507584059962,0,1,True,False,False,False,False,True
1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,1,0,1,0,0,0,0,0,0.0,1,3,True,False,False,False,False,True
0,8.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,6,0,0,0,1,0,0,0,0,0.0,1,3,True,False,False,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,4,1,0,1,0,0,0,0,3,0.0,1,3,False,False,True,False,False,True
0,18.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,4,1,0,1,0,0,0,0,1,0.0,1,3,False,False,True,False,False,True
1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,3,0,1,0,0,0,0,0,1,0.0,1,3,False,False,True,False,False,True
0,31.0,0,3.784189633918261,6.663132695990803,0.6931471805599453,6.493753839851686,0.0,1,1.0,5,0,1,0,0,0,0,0,3,7.304515946460155,0,0,False,False,True,False,False,True
1,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,1,0,0,0,0,0,0,0.0,1,3,False,False,True,False,False,True
0,49.0,0,0.0,2.9444389791664403,0.0,0.0,6.532334292222349,1,1.0,5,1,0,0,0,0,0,1,4,6.558197802812269,0,1,True,False,False,False,True,False
0,25.0,0,3.091042453358316,6.616065185132817,4.02535169073515,0.0,1.6094379124341003,1,1.0,5,0,0,1,0,0,0,0,2,6.717804695023691,0,2,True,False,False,False,True,False
0,25.0,0,6.255750041753367,0.0,4.941642422609304,0.0,4.356708826689592,0,2.0,5,1,0,0,0,0,0,1,2,6.602587892189336,0,2,False,False,True,False,False,True
